ic gata6,ic nanog,ic essrb,ss gata6,ss nanog,ss esrrb,rel change,parameter,network
0.1,0.1,0,1.0000440613663302,22.116494055733096,0,0.2,KmiNG,GN
0.1118257964807104,0.1,0,1.0000440056141873,22.11636453037535,0,0.2,KmiNG,GN
0.1250500875854526,0.1,0,1.0000438000572653,22.115886868149207,0,0.2,KmiNG,GN
0.1398382564422584,0.1,0,1.0000455361894018,22.119932079073553,0,0.2,KmiNG,GN
0.1563752440512937,0.1,0,1.0000453343606377,22.11946413286046,0,0.2,KmiNG,GN
0.174867862159014,0.1,0,1.00004441048519,22.11732265035217,0,0.2,KmiNG,GN
0.1955473796481082,0.1,0,1.0000446881034502,22.11796566441671,0,0.2,KmiNG,GN
0.2186724147886556,0.1,0,1.0000359563161327,22.09768212163651,0,0.2,KmiNG,GN
0.2445321695210169,0.1,0,1.000045487504216,22.119822772491787,0,0.2,KmiNG,GN
0.2734500462184381,0.1,0,1.0000534544281507,22.138048370642604,0,0.2,KmiNG,GN
0.3057876921606392,0.1,0,1.0000515598480912,22.133742116101363,0,0.2,KmiNG,GN
0.3419495222986176,0.1,0,1.0000564560260814,22.14483839243102,0,0.2,KmiNG,GN
0.3823877768724136,0.1,0,1.0000526038745674,22.136121894177712,0,0.2,KmiNG,GN
0.4276081771324583,0.1,0,1.0000496150556728,22.129300220437994,0,0.2,KmiNG,GN
0.4781762498950185,0.1,0,1.0000524199469203,22.135688787504193,0,0.2,KmiNG,GN
0.5347244000266966,0.1,0,1.0000509428203346,22.13232562539058,0,0.2,KmiNG,GN
0.5979598193065536,0.1,0,1.0000512803499488,22.13308652045451,0,0.2,KmiNG,GN
0.6686733305741702,0.1,0,1.0000497078056332,22.129509934446805,0,0.2,KmiNG,GN
0.7477492777686596,0.1,0,1.0000493904788808,22.128787065233,0,0.2,KmiNG,GN
0.8361765855435632,0.1,0,1.0000487447327782,22.127316091391126,0,0.2,KmiNG,GN
0.9350611267692984,0.1,0,1.0000498504999307,22.129833270694036,0,0.2,KmiNG,GN
1.0456395525912732,0.1,0,1.00005088704537,22.132210134424177,0,0.2,KmiNG,GN
1.169294758002528,0.1,0,1.0000500188506118,22.130218952492847,0,0.2,KmiNG,GN
1.3075731763435223,0.1,0,1.0000498384743626,22.129807741149076,0,0.2,KmiNG,GN
1.4622041190142678,0.1,0,1.000050217525272,22.130671892264907,0,0.2,KmiNG,GN
1.6351214022614595,0.1,0,1.0000493493628506,22.128693445267363,0,0.2,KmiNG,GN
1.8284875315054383,0.1,0,1.0000491284027955,22.128193211804277,0,0.2,KmiNG,GN
2.044720745656438,0.1,0,1.0000594567070216,22.151702090593812,0,0.2,KmiNG,GN
2.2865252596366314,0.1,0,1.0000510516627987,22.132565668572312,0,0.2,KmiNG,GN
2.556925083321295,0.1,0,1.0000507066190465,22.13178529361475,0,0.2,KmiNG,GN
2.859301839839107,0.1,0,1.0000490233131576,22.127950638547365,0,0.2,KmiNG,GN
3.197437056187687,0.1,0,1.0000493692328585,22.12873871332866,0,0.2,KmiNG,GN
3.5755594550512613,0.1,0,1.0000492757521127,22.128529646234693,0,0.2,KmiNG,GN
3.9983978392524224,0.1,0,1.0000486903094872,22.1271926169441,0,0.2,KmiNG,GN
4.471240230211535,0.1,0,1.0000531922664724,22.13747000013697,0,0.2,KmiNG,GN
0.1,0.1118257964807104,0,1.0000443261968923,22.11710958422083,0,0.2,KmiNG,GN
0.1118257964807104,0.1118257964807104,0,1.000043994435686,22.116338519696605,0,0.2,KmiNG,GN
0.1250500875854526,0.1118257964807104,0,1.0000454678714823,22.119773775722315,0,0.2,KmiNG,GN
0.1398382564422584,0.1118257964807104,0,1.000041860826428,22.11137868721942,0,0.2,KmiNG,GN
0.1563752440512937,0.1118257964807104,0,1.000045234782194,22.11923334670404,0,0.2,KmiNG,GN
0.174867862159014,0.1118257964807104,0,1.0000448640347426,22.118373878892765,0,0.2,KmiNG,GN
0.1955473796481082,0.1118257964807104,0,1.0000448773626172,22.118404432289594,0,0.2,KmiNG,GN
0.2186724147886556,0.1118257964807104,0,1.0000438850245505,22.1160978699878,0,0.2,KmiNG,GN
0.2445321695210169,0.1118257964807104,0,1.000040133196815,22.107372143489137,0,0.2,KmiNG,GN
0.2734500462184381,0.1118257964807104,0,1.0000508346370973,22.132081213352457,0,0.2,KmiNG,GN
0.3057876921606392,0.1118257964807104,0,1.0000498368393982,22.129809926854893,0,0.2,KmiNG,GN
0.3419495222986176,0.1118257964807104,0,1.0000502991041202,22.130864043375382,0,0.2,KmiNG,GN
0.3823877768724136,0.1118257964807104,0,1.0000547491655858,22.141002950489995,0,0.2,KmiNG,GN
0.4276081771324583,0.1118257964807104,0,1.000049669877123,22.129427984385853,0,0.2,KmiNG,GN
0.4781762498950185,0.1118257964807104,0,1.000048699072412,22.127213392140636,0,0.2,KmiNG,GN
0.5347244000266966,0.1118257964807104,0,1.0000532161901992,22.137498494449755,0,0.2,KmiNG,GN
0.5979598193065536,0.1118257964807104,0,1.0000513047574042,22.13314691371889,0,0.2,KmiNG,GN
0.6686733305741702,0.1118257964807104,0,1.0000497505155383,22.129607309110355,0,0.2,KmiNG,GN
0.7477492777686596,0.1118257964807104,0,1.0000494511524562,22.128925361275186,0,0.2,KmiNG,GN
0.8361765855435632,0.1118257964807104,0,1.000048738308062,22.127301345986933,0,0.2,KmiNG,GN
0.9350611267692984,0.1118257964807104,0,1.000051011686806,22.13247460479,0,0.2,KmiNG,GN
1.0456395525912732,0.1118257964807104,0,1.0000492546413815,22.12847760774091,0,0.2,KmiNG,GN
1.169294758002528,0.1118257964807104,0,1.0000495151431619,22.129071188979726,0,0.2,KmiNG,GN
1.3075731763435223,0.1118257964807104,0,1.000049396041088,22.12879972628734,0,0.2,KmiNG,GN
1.4622041190142678,0.1118257964807104,0,1.0000497307173646,22.129562587927087,0,0.2,KmiNG,GN
1.6351214022614595,0.1118257964807104,0,1.0000487606259545,22.127352530577436,0,0.2,KmiNG,GN
1.8284875315054383,0.1118257964807104,0,1.0000489164641586,22.12770903376435,0,0.2,KmiNG,GN
2.044720745656438,0.1118257964807104,0,1.0000586110288152,22.14977551265648,0,0.2,KmiNG,GN
2.2865252596366314,0.1118257964807104,0,1.0000513502417299,22.13325436307032,0,0.2,KmiNG,GN
2.556925083321295,0.1118257964807104,0,1.0000590063935118,22.150677910587206,0,0.2,KmiNG,GN
2.859301839839107,0.1118257964807104,0,1.000049587703017,22.12923654500315,0,0.2,KmiNG,GN
3.197437056187687,0.1118257964807104,0,1.0000491321764866,22.128198584708997,0,0.2,KmiNG,GN
3.5755594550512613,0.1118257964807104,0,1.0000486866988387,22.12718489770633,0,0.2,KmiNG,GN
3.9983978392524224,0.1118257964807104,0,1.0000489424272023,22.12776837175633,0,0.2,KmiNG,GN
4.471240230211535,0.1118257964807104,0,1.0000513067986097,22.13316463118073,0,0.2,KmiNG,GN
0.1,0.1250500875854526,0,1.0000426441019261,22.113198901716636,0,0.2,KmiNG,GN
0.1118257964807104,0.1250500875854526,0,1.0000444085635303,22.11730106065592,0,0.2,KmiNG,GN
0.1250500875854526,0.1250500875854526,0,1.0000456541287512,22.120205583820088,0,0.2,KmiNG,GN
0.1398382564422584,0.1250500875854526,0,1.0000456254910461,22.120139147680195,0,0.2,KmiNG,GN
0.1563752440512937,0.1250500875854526,0,1.0000453457569936,22.119490617105697,0,0.2,KmiNG,GN
0.174867862159014,0.1250500875854526,0,1.000045199596534,22.119148392933894,0,0.2,KmiNG,GN
0.1955473796481082,0.1250500875854526,0,1.000045015551782,22.118724842744964,0,0.2,KmiNG,GN
0.2186724147886556,0.1250500875854526,0,1.000034214939021,22.09361638977637,0,0.2,KmiNG,GN
0.2445321695210169,0.1250500875854526,0,1.0000432132043646,22.11453492983003,0,0.2,KmiNG,GN
0.2734500462184381,0.1250500875854526,0,1.0000499712744273,22.130121172639836,0,0.2,KmiNG,GN
0.3057876921606392,0.1250500875854526,0,1.0000487166726437,22.127253275342834,0,0.2,KmiNG,GN
0.3419495222986176,0.1250500875854526,0,1.0000493634747547,22.128729885168877,0,0.2,KmiNG,GN
0.3823877768724136,0.1250500875854526,0,1.0000517046893391,22.134073910464,0,0.2,KmiNG,GN
0.4276081771324583,0.1250500875854526,0,1.0000583592520838,22.14916414674328,0,0.2,KmiNG,GN
0.4781762498950185,0.1250500875854526,0,1.0000486993931204,22.12721424667511,0,0.2,KmiNG,GN
0.5347244000266966,0.1250500875854526,0,1.0000511253105502,22.13273337235661,0,0.2,KmiNG,GN
0.5979598193065536,0.1250500875854526,0,1.0000511199667927,22.132721227392043,0,0.2,KmiNG,GN
0.6686733305741702,0.1250500875854526,0,1.0000497723456128,22.129657091608603,0,0.2,KmiNG,GN
0.7477492777686596,0.1250500875854526,0,1.0000494946532033,22.129024526940366,0,0.2,KmiNG,GN
0.8361765855435632,0.1250500875854526,0,1.0000487383503207,22.1273014349408,0,0.2,KmiNG,GN
0.9350611267692984,0.1250500875854526,0,1.0000508795156666,22.13216341944029,0,0.2,KmiNG,GN
1.0456395525912732,0.1250500875854526,0,1.000049090496844,22.1281036412165,0,0.2,KmiNG,GN
1.169294758002528,0.1250500875854526,0,1.0000503105787306,22.130882600942417,0,0.2,KmiNG,GN
1.3075731763435223,0.1250500875854526,0,1.0000511358499686,22.132757400116677,0,0.2,KmiNG,GN
1.4622041190142678,0.1250500875854526,0,1.0000501667216888,22.130556103117478,0,0.2,KmiNG,GN
1.6351214022614595,0.1250500875854526,0,1.0000487194605698,22.12725920100195,0,0.2,KmiNG,GN
1.8284875315054383,0.1250500875854526,0,1.0000488040777207,22.127452022116795,0,0.2,KmiNG,GN
2.044720745656438,0.1250500875854526,0,1.0000588009153435,22.150178051947446,0,0.2,KmiNG,GN
2.2865252596366314,0.1250500875854526,0,1.0000598046141715,22.152491597283397,0,0.2,KmiNG,GN
