network,num variables,parameter,parameter value,rel change,ic gata6,ic nanog,ic esrrb,ic oct4,ss gata6,ss nanog,ss esrrb,ss oct4,num sfp,mean epi gata6,mean epi nanog,mean pre gata6,mean pre nanog,condition 1,condition 2,time ss,distance,velocity
GNEO2,4,KmiEN,0.24,0.2,0.1,0.1,1.3425210451224752,13.0,13.600691129325067,2.4254938512716357,12.993097324181651,12.9991280382549,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,24.833203659791224,13.699510305910163,0.5516610137616589
GNEO2,4,KmiEN,0.24,0.2,0.11182579648071041,0.1,1.3425210451224752,13.0,13.600518472078374,2.4254722489518503,12.993097353184417,12.999128038372023,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.055958564300994,13.687682465536934,0.5462845267088983
GNEO2,4,KmiEN,0.24,0.2,0.12505008758545266,0.1,1.3425210451224752,13.0,13.600955069669725,2.425531720248845,12.993097277694794,12.999128038079927,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.32670255845667,13.675090963794254,0.5399475487277002
GNEO2,4,KmiEN,0.24,0.2,0.1398382564422584,0.1,1.3425210451224752,13.0,13.601460658986918,2.425599432351197,12.993097190813087,12.9991280377407,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.490943126976568,13.661028161468831,0.5359169369850278
GNEO2,4,KmiEN,0.24,0.2,0.15637524405129377,0.1,1.3425210451224752,13.0,13.6007723746677,2.4255043993463956,12.993097309370915,12.999128038200062,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.351799996433066,13.644038438714036,0.5381881539233395
GNEO2,4,KmiEN,0.24,0.2,0.174867862159014,0.1,1.3425210451224752,13.0,13.604737218179025,2.4260396714399675,12.993096624519138,12.999128035543329,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.70446164405238,13.629814799654394,0.530250934191735
GNEO2,4,KmiEN,0.24,0.2,0.1955473796481082,0.1,1.3425210451224752,13.0,13.607880524776943,2.4264871548448523,12.993096076053178,12.99912803345563,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.757230689554202,13.612612639665453,0.5284967473302953
GNEO2,4,KmiEN,0.24,0.2,0.2186724147886556,0.1,1.3425210451224752,13.0,13.606997108105132,2.426366540936794,12.993096228699432,12.999128034046539,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.775526212596958,13.58893738952601,0.527203102564977
GNEO2,4,KmiEN,0.24,0.2,0.24453216952101695,0.1,1.3425210451224752,13.0,13.604015012373667,2.425942721090985,12.993096748974136,12.99912803602764,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.817069143221453,13.560449526850887,0.5252513153845477
GNEO2,4,KmiEN,0.24,0.2,0.27345004621843816,0.1,1.3425210451224752,13.0,13.604106230978756,2.42595492184158,12.99309673327015,12.99912803596643,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.875451534589363,13.532053082024456,0.5229687707646492
GNEO2,4,KmiEN,0.24,0.2,0.3057876921606392,0.1,1.3425210451224752,13.0,13.602855088950987,2.4257809800955137,12.993096952008203,12.999128036800906,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.713825900700787,13.498935458848557,0.5249679884657175
GNEO2,4,KmiEN,0.24,0.2,0.34194952229861764,0.1,1.3425210451224752,13.0,13.603050659757937,2.4258074055582677,12.993096918247259,12.999128036669905,2,1.2482365363705696,11.450159933899783,13.602516821456172,2.425745243787537,True,True,25.80902755226616,13.463513043246719,0.5216590596442119
