network,num variables,parameter,parameter value,rel change,ic gata6,ic nanog,ic esrrb,ic oct4,ss gata6,ss nanog,ss esrrb,ss oct4,num sfp,mean epi gata6,mean epi nanog,mean pre gata6,mean pre nanog,condition 1,condition 2,time ss,distance,velocity
GNEO1,4,KEG,0.8999999999999999,0.75,0.1,0.1,0.994171714880008,13.0,13.602545025370137,2.425736508313547,12.308931424162026,12.319718766951178,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,25.891927002559488,13.701378487883996,0.5291756958271039
GNEO1,4,KEG,0.8999999999999999,0.75,0.11182579648071041,0.1,0.994171714880008,13.0,13.601761653492972,2.4256300277643237,12.30933473578728,12.320119496068973,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,25.875215792716006,13.68893437972234,0.5290365301446429
GNEO1,4,KEG,0.8999999999999999,0.75,0.12505008758545266,0.1,0.994171714880008,13.0,13.60620323921579,2.426223104252602,12.307038025253174,12.317837491959656,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.591184039259094,13.680380266223272,0.5144705194783965
GNEO1,4,KEG,0.8999999999999999,0.75,0.1398382564422584,0.1,0.994171714880008,13.0,13.606130172492731,2.426213146864824,12.307076255091888,12.317875477002938,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.61052878380142,13.665733993201135,0.5135461269570807
GNEO1,4,KEG,0.8999999999999999,0.75,0.15637524405129377,0.1,0.994171714880008,13.0,13.60888023688499,2.426586960750871,12.305626886605301,12.31643538919335,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.461243983039854,13.652212182212505,0.5159323647430482
GNEO1,4,KEG,0.8999999999999999,0.75,0.174867862159014,0.1,0.994171714880008,13.0,13.608517193652014,2.426537383963948,12.305818754172455,12.316626028183412,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.485991637601014,13.633624263580986,0.5147484923398495
GNEO1,4,KEG,0.8999999999999999,0.75,0.1955473796481082,0.1,0.994171714880008,13.0,13.6077450864813,2.4264321624673224,12.306226318532412,12.317030982804557,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.522860128252013,13.61246979551264,0.5132353648772859
GNEO1,4,KEG,0.8999999999999999,0.75,0.2186724147886556,0.1,0.994171714880008,13.0,13.60810276960221,2.4264808888293814,12.306037558348146,12.316843431300025,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.568106481852475,13.590046304280607,0.5115173079257034
GNEO1,4,KEG,0.8999999999999999,0.75,0.24453216952101695,0.1,0.994171714880008,13.0,13.606823728609806,2.4263070461104292,12.306711766854335,12.31751332267676,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.621205350591698,13.563279108787762,0.5094915474398795
GNEO1,4,KEG,0.8999999999999999,0.75,0.27345004621843816,0.1,0.994171714880008,13.0,13.601691957224505,2.4256180172489086,12.309382652128058,12.320167105589167,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.476749006509884,13.5296168312503,0.5109999278205851
GNEO1,4,KEG,0.8999999999999999,0.75,0.3057876921606392,0.1,0.994171714880008,13.0,13.60266590758882,2.4257470127784844,12.308880175192332,12.319667846141735,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.55016017686775,13.498743254220985,0.5084241738768107
GNEO1,4,KEG,0.8999999999999999,0.75,0.34194952229861764,0.1,0.994171714880008,13.0,13.602176334645947,2.425682220972287,12.309137216324915,12.319923241374227,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,24.300246459966118,13.462630237358582,0.5540120862369785
GNEO1,4,KEG,0.8999999999999999,0.75,0.38238777687241365,0.1,0.994171714880008,13.0,13.601850743438158,2.4256395520077474,12.309304109130336,12.320089065522344,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,24.442415294163514,13.422473708309731,0.5491467822132463
GNEO1,4,KEG,0.8999999999999999,0.75,0.42760817713245836,0.1,0.994171714880008,13.0,13.60091996813737,2.425517104740376,12.309775976703468,12.320557911606754,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,24.607224771427123,13.377001657601342,0.5436208992220104
GNEO1,4,KEG,0.8999999999999999,0.75,0.4781762498950185,0.1,0.994171714880008,13.0,13.600140873006925,2.425412464626827,12.31018382300958,12.320963146368689,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,24.79681840953128,13.326421076224563,0.5374246347306483
GNEO1,4,KEG,0.8999999999999999,0.75,0.5347244000266966,0.1,0.994171714880008,13.0,13.599873243699651,2.4253774151692005,12.310319460163711,12.321097915003442,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,25.011809754844375,13.27047453674162,0.5305683461857992
GNEO1,4,KEG,0.8999999999999999,0.75,0.5979598193065536,0.1,0.994171714880008,13.0,13.600471426133298,2.4254597120494434,12.310005334850725,12.32078580111515,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,25.25080812973777,13.208825495025259,0.5231050597334855
GNEO1,4,KEG,0.8999999999999999,0.75,0.6686733305741702,0.1,0.994171714880008,13.0,13.600504746287413,2.4254646496849506,12.309985962063873,12.320766552377204,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,25.157729606688747,13.139256052051133,0.5222751121610658
GNEO1,4,KEG,0.8999999999999999,0.75,0.7477492777686596,0.1,0.994171714880008,13.0,13.600325970187814,2.425438014206354,12.310082368690955,12.320862341688004,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,25.374451012936873,13.061255283946949,0.5147404086609723
GNEO1,4,KEG,0.8999999999999999,0.75,0.8361765855435632,0.1,0.994171714880008,13.0,13.601489854951222,2.425596556503426,12.309473843953231,12.32025771348977,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,25.686920314356442,12.975423777655042,0.5051373858314602
GNEO1,4,KEG,0.8999999999999999,0.75,0.9350611267692985,0.1,0.994171714880008,13.0,13.603734463065125,2.4258993754756535,12.308297768546158,12.319089168794232,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,23.40667011088068,12.880415055680887,0.5502882295800536
GNEO1,4,KEG,0.8999999999999999,0.75,1.0456395525912732,0.1,0.994171714880008,13.0,13.602883021465116,2.425777152905996,12.308762019150095,12.319550446682852,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,23.237594572645886,12.770810581226014,0.5495754107122242
GNEO1,4,KEG,0.8999999999999999,0.75,1.169294758002528,0.1,0.994171714880008,13.0,13.606088654904957,2.426208996765377,12.307096588844205,12.317895680553033,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,23.743793291146318,12.652473700058092,0.5328749936841809
GNEO1,4,KEG,0.8999999999999999,0.75,1.3075731763435225,0.1,0.994171714880008,13.0,13.607852702286145,2.426446397732287,12.306168587024944,12.3169736209667,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,23.986030646467263,12.51835569305509,0.521901930234498
GNEO1,4,KEG,0.8999999999999999,0.75,1.4622041190142678,0.1,0.994171714880008,13.0,13.603477324603556,2.4258550107253805,12.308459439278389,12.319249804307427,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,24.276244550647387,12.362043382211402,0.5092238775408834
GNEO1,4,KEG,0.8999999999999999,0.75,1.6351214022614597,0.1,0.994171714880008,13.0,13.600384155223502,2.4254443048774013,12.310060555150732,12.32084066782546,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,24.626692679329807,12.189142872347814,0.49495655105074915
GNEO1,4,KEG,0.8999999999999999,0.75,1.8284875315054385,0.1,0.994171714880008,13.0,13.602108265290607,2.425692684130772,12.309103648041928,12.319889888037538,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,24.721168928971043,12.00112459913801,0.48545943088774185
GNEO1,4,KEG,0.8999999999999999,0.75,2.044720745656438,0.1,0.994171714880008,13.0,13.603293987391755,2.425854100793482,12.308490128111156,12.31928029663175,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,25.189154584000235,11.790259228818403,0.4680688742252348
GNEO1,4,KEG,0.8999999999999999,0.75,2.2865252596366314,0.1,0.994171714880008,13.0,13.605877256455555,2.42618253383465,12.307176127050992,12.317974709456342,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,23.437033733820215,11.55590129797784,0.4930615976928169
GNEO1,4,KEG,0.8999999999999999,0.75,2.556925083321295,0.1,0.994171714880008,13.0,13.595097866567318,2.424744834552197,12.312751805796552,12.323514685705279,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,23.880351982184774,11.280323441221462,0.4723683909532327
GNEO1,4,KEG,0.8999999999999999,0.75,2.859301839839107,0.1,0.994171714880008,13.0,13.59464772409187,2.424684657141584,12.312976209300489,12.3237376522962,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,23.939375025866344,10.984161780021823,0.4588324368599224
GNEO1,4,KEG,0.8999999999999999,0.75,3.197437056187687,0.1,0.994171714880008,13.0,13.594407709939674,2.424657454753316,12.313091696676365,12.323852400176886,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,21.25721149294256,10.653686266120294,0.5011798593459609
GNEO1,4,KEG,0.8999999999999999,0.75,3.5755594550512613,0.1,0.994171714880008,13.0,13.592709299615102,2.4244321775330575,12.313952397773164,12.324707589984495,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,20.99558045145141,10.283300829811235,0.4897840692516009
GNEO1,4,KEG,0.8999999999999999,0.75,3.9983978392524224,0.1,0.994171714880008,13.0,13.594765963566584,2.4247010115236987,12.312920110934456,12.323681913142353,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,21.097545755429845,9.873931130524062,0.46801325827118173
GNEO1,4,KEG,0.8999999999999999,0.75,4.471240230211535,0.1,0.994171714880008,13.0,13.596068969314581,2.424885123744242,12.312228539931382,12.322994770445238,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,18.549151440148712,9.416346975158051,0.5076430048857565
GNEO1,4,KEG,0.8999999999999999,0.75,0.1,0.11182579648071041,0.9944958316535147,13.0,13.609100826146063,2.426640252457249,12.305436514746052,12.316246236333786,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,25.711417653058923,13.70599033622081,0.5330701916621151
GNEO1,4,KEG,0.8999999999999999,0.75,0.11182579648071041,0.11182579648071041,0.9944958316535147,13.0,13.605396307984414,2.426117999489747,12.30744774030367,12.318244583499915,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.440389149803618,13.690595076541806,0.5177909825371647
GNEO1,4,KEG,0.8999999999999999,0.75,0.12505008758545266,0.11182579648071041,0.9944958316535147,13.0,13.607328506308619,2.4263757732605846,12.306446474175464,12.31724972873474,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.462911777184075,13.679509236627611,0.5169313699039679
GNEO1,4,KEG,0.8999999999999999,0.75,0.1398382564422584,0.11182579648071041,0.9944958316535147,13.0,13.605148571211359,2.426084528898226,12.3075786230536,12.318374628174135,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.35740222425698,13.662736744649582,0.5183643148290096
GNEO1,4,KEG,0.8999999999999999,0.75,0.15637524405129377,0.11182579648071041,0.9944958316535147,13.0,13.604933467091568,2.4260563468483425,12.30768724869828,12.318482558261039,2,1.248234784775029,11.449720061640022,13.602128975810574,2.425683182487499,True,True,26.381647443836304,13.64622223616335,0.5172619437514163
