network,num variables,parameter,parameter value,rel change,ic gata6,ic nanog,ic esrrb,ic oct4,ss gata6,ss nanog,ss esrrb,ss oct4,num sfp,mean epi gata6,mean epi nanog,mean pre gata6,mean pre nanog,condition 1,condition 2,time ss,distance,velocity
GNEO2,4,alphaGN,4.0,1.0,0.1,0.1,0.994171714880008,13.0,13.600693221324377,2.4254846159450882,12.99272078810001,12.999127936901935,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,24.838809206400214,13.699510799853813,0.5515365364746979
GNEO2,4,alphaGN,4.0,1.0,0.11182579648071041,0.1,0.994171714880008,13.0,13.600582701856663,2.4254716273122185,12.992720788193843,12.999127936995531,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.074231033420332,13.687745655942091,0.5458889502014359
GNEO2,4,alphaGN,4.0,1.0,0.12505008758545266,0.1,0.994171714880008,13.0,13.601003705436465,2.4255286596146863,12.992720787841247,12.999127936643813,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.33851907437339,13.675138370676951,0.5396976173129064
GNEO2,4,alphaGN,4.0,1.0,0.1398382564422584,0.1,0.994171714880008,13.0,13.60148522479216,2.425593134512652,12.99272078743747,12.999127936241036,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.492300646059327,13.661051296579501,0.535889305804624
GNEO2,4,alphaGN,4.0,1.0,0.15637524405129377,0.1,0.994171714880008,13.0,13.600779390590823,2.425495783990713,12.992720788028862,12.999127936830963,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.345376304634808,13.644043883572342,0.5383247705451235
GNEO2,4,alphaGN,4.0,1.0,0.174867862159014,0.1,0.994171714880008,13.0,13.604697787439752,2.426024825012432,12.992720784747702,12.999127933557945,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.697818506180607,13.629773413690346,0.5303863987681381
GNEO2,4,alphaGN,4.0,1.0,0.1955473796481082,0.1,0.994171714880008,13.0,13.60463535818434,2.4260164304921816,12.992720784800005,12.99912793361012,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.684134112451908,13.609334768865248,0.5298732170327407
GNEO2,4,alphaGN,4.0,1.0,0.2186724147886556,0.1,0.994171714880008,13.0,13.606958777444929,2.426351857615745,12.99272078286242,12.999127931677346,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.766513500960663,13.588897111021195,0.5273859465121098
GNEO2,4,alphaGN,4.0,1.0,0.24453216952101695,0.1,0.994171714880008,13.0,13.603993196577933,2.4259301291878304,12.992720785338033,12.99912793414681,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.80640513369562,13.560425874555577,0.5254674490423165
GNEO2,4,alphaGN,4.0,1.0,0.27345004621843816,0.1,0.994171714880008,13.0,13.604069532993332,2.4259403564499853,12.992720785274058,12.999127934082994,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.86329486993737,13.532014426645622,0.5232130900063621
GNEO2,4,alphaGN,4.0,1.0,0.3057876921606392,0.1,0.994171714880008,13.0,13.602814539007651,2.425765927115921,12.992720786321415,12.999127935127753,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.692815849982427,13.498892921773384,0.5253956203396296
GNEO2,4,alphaGN,4.0,1.0,0.34194952229861764,0.1,0.994171714880008,13.0,13.602978936022254,2.4257880952825777,12.992720786183707,12.999127934990385,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.784824855208917,13.46343906198567,0.5221458411134352
GNEO2,4,alphaGN,4.0,1.0,0.38238777687241365,0.1,0.994171714880008,13.0,13.605173227979902,2.426086988967704,12.992720784345275,12.999127933156519,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,25.95704874609496,13.425823466970833,0.5172322785343864
GNEO2,4,alphaGN,4.0,1.0,0.42760817713245836,0.1,0.994171714880008,13.0,13.615504044506276,2.4274850937508057,12.992720775700365,12.999127924533072,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,26.15021135469137,13.391705801365545,0.5121069814589878
GNEO2,4,alphaGN,4.0,1.0,0.4781762498950185,0.1,0.994171714880008,13.0,13.60712400439015,2.426347318951403,12.992720782709046,12.999127931524349,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,26.36646916874521,13.333460203137635,0.5056976009113541
GNEO2,4,alphaGN,4.0,1.0,0.5347244000266966,0.1,0.994171714880008,13.0,13.609818681971321,2.426703331485788,12.992720780451453,12.999127929272362,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,24.056294874429177,13.28049844224561,0.5520591808326318
GNEO2,4,alphaGN,4.0,1.0,0.5979598193065536,0.1,0.994171714880008,13.0,13.60408689745466,2.4259331069014904,12.992720785250988,12.999127934059983,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,24.272669877180533,13.212467838777048,0.5443351681389811
GNEO2,4,alphaGN,4.0,1.0,0.6686733305741702,0.1,0.994171714880008,13.0,13.601403121937894,2.425576705296763,12.992720787502893,12.999127936306296,2,1.2482629381722876,11.449758122976675,13.602416231567332,2.4257223766457745,True,True,24.51479096563635,13.14016007774052,0.5360094685759206
