df compare,df ref,parameter,rel change,p-value,reject 0.05,reject 0.01,reject 0.001
GNEO2,GNE,KmiNG,0.5,6.560026692483623e-09,True,True,True
GNEO2,GNE,KmiNG,3.0,0.9994192911776155,False,False,False
GNEO2,GNE,KmiNG,2.0,0.9999973053396415,False,False,False
GNEO2,GNE,KmiNG,1.25,1.0,False,False,False
GNEO2,GNE,KmiNG,4.0,0.01902668317033834,True,False,False
GNEO2,GNE,KmiNG,0.75,8.910653996648833e-06,True,True,True
GNEO2,GNE,KmiNG,0.25,8.043583229337608e-11,True,True,True
GNEO2,GNE,KmiNG,1.0,0.9997612951726783,False,False,False
GNEO2,GNE,KmiNG,5.0,0.00032249720357625935,True,True,True
GNEO2,GNE,KmiNG,0.2,6.856310590658962e-10,True,True,True
GNEO2,GNE,KNEG,0.5,0.9999996251326041,False,False,False
GNEO2,GNE,KNEG,3.0,0.24852834202771545,False,False,False
GNEO2,GNE,KNEG,2.0,0.937077250691579,False,False,False
GNEO2,GNE,KNEG,1.25,0.9994574500585269,False,False,False
GNEO2,GNE,KNEG,4.0,0.015586159709036408,True,False,False
GNEO2,GNE,KNEG,0.75,0.9999989008525421,False,False,False
GNEO2,GNE,KNEG,0.25,0.9999292223390687,False,False,False
GNEO2,GNE,KNEG,1.0,0.9997612951726783,False,False,False
GNEO2,GNE,KNEG,5.0,0.000775722251606935,True,True,True
GNEO2,GNE,KNEG,0.2,0.9998760992892763,False,False,False
GNEO2,GNE,KEG,0.5,1.82680897300309e-13,True,True,True
GNEO2,GNE,KEG,3.0,0.9990288843982121,False,False,False
GNEO2,GNE,KEG,2.0,0.9999995945814741,False,False,False
GNEO2,GNE,KEG,1.25,0.9999988913432818,False,False,False
GNEO2,GNE,KEG,4.0,0.9945590959689443,False,False,False
GNEO2,GNE,KEG,0.75,0.04998468793175172,True,False,False
GNEO2,GNE,KEG,0.25,2.6971507602438534e-18,True,True,True
GNEO2,GNE,KEG,1.0,0.9997612951726783,False,False,False
