df compare,df ref,parameter,rel change,p-value,reject 0.05,reject 0.01,reject 0.001
GNEO2,GNE,KEG,5.0,0.9873654876469038,False,False,False
GNEO2,GNE,KEG,0.2,1.9567051358543614e-18,True,True,True
GNEO2,GNE,alphaEO,0.5,0.9995683969517455,False,False,False
GNEO2,GNE,alphaEO,3.0,0.9999999429370775,False,False,False
GNEO2,GNE,alphaEO,2.0,0.999997897752629,False,False,False
GNEO2,GNE,alphaEO,1.25,0.9999946682933926,False,False,False
GNEO2,GNE,alphaEO,4.0,0.9999999992394756,False,False,False
GNEO2,GNE,alphaEO,0.75,0.9999596974435115,False,False,False
GNEO2,GNE,alphaEO,0.25,0.9973633728698147,False,False,False
GNEO2,GNE,alphaEO,1.0,0.9997612951726783,False,False,False
GNEO2,GNE,alphaEO,5.0,0.9999999997223867,False,False,False
GNEO2,GNE,alphaEO,0.2,0.9975386674070692,False,False,False
GNEO2,GNE,KmaOE,0.5,0.9997653705794104,False,False,False
GNEO2,GNE,KmaOE,3.0,0.99971415808803,False,False,False
GNEO2,GNE,KmaOE,2.0,0.9996250522024499,False,False,False
GNEO2,GNE,KmaOE,1.25,0.9996924113184544,False,False,False
GNEO2,GNE,KmaOE,4.0,0.9996744261255063,False,False,False
GNEO2,GNE,KmaOE,0.75,0.9997517478741854,False,False,False
GNEO2,GNE,KmaOE,0.25,0.999802509743924,False,False,False
GNEO2,GNE,KmaOE,1.0,0.9997612951726783,False,False,False
GNEO2,GNE,KmaOE,5.0,0.9995574290519911,False,False,False
GNEO2,GNE,KmaOE,0.2,0.9998203274231737,False,False,False
GNEO2,GNE,KOG,0.5,0.9997582100303717,False,False,False
GNEO2,GNE,KOG,3.0,0.9994062100529165,False,False,False
GNEO2,GNE,KOG,2.0,0.9996846268454141,False,False,False
GNEO2,GNE,KOG,1.25,0.9997287868005738,False,False,False
GNEO2,GNE,KOG,4.0,0.9977181964553173,False,False,False
GNEO2,GNE,KOG,0.75,0.9997695490377555,False,False,False
GNEO2,GNE,KOG,0.25,0.9997581514642775,False,False,False
GNEO2,GNE,KOG,1.0,0.9997612951726783,False,False,False
GNEO2,GNE,KOG,5.0,0.9834493263048222,False,False,False
GNEO2,GNE,KOG,0.2,0.9997581514642775,False,False,False
GNEO2,GNE,KmiEN,0.5,1.0,False,False,False
GNEO2,GNE,KmiEN,3.0,5.243588606125925e-30,True,True,True
GNEO2,GNE,KmiEN,2.0,6.787965563624932e-23,True,True,True
GNEO2,GNE,KmiEN,1.25,0.01666033461629435,True,False,False
GNEO2,GNE,KmiEN,4.0,8.847218348988252e-31,True,True,True
GNEO2,GNE,KmiEN,0.75,1.0,False,False,False
GNEO2,GNE,KmiEN,0.25,0.9999989672417184,False,False,False
GNEO2,GNE,KmiEN,1.0,0.9997612951726783,False,False,False
GNEO2,GNE,KmiEN,5.0,4.0419798269836305e-29,True,True,True
GNEO2,GNE,KmiEN,0.2,0.9986550675916773,False,False,False
GNEO2,GNE,KmaON,0.5,0.9998154744013851,False,False,False
GNEO2,GNE,KmaON,3.0,0.9998865642270243,False,False,False
GNEO2,GNE,KmaON,2.0,0.999781085190666,False,False,False
GNEO2,GNE,KmaON,1.25,0.9997476352447819,False,False,False
GNEO2,GNE,KmaON,4.0,0.9999794416252109,False,False,False
GNEO2,GNE,KmaON,0.75,0.9997458007321908,False,False,False
GNEO2,GNE,KmaON,0.25,0.9997356776849116,False,False,False
GNEO2,GNE,KmaON,1.0,0.9997612951726783,False,False,False
GNEO2,GNE,KmaON,5.0,0.9999922404645508,False,False,False
GNEO2,GNE,KmaON,0.2,0.999651208204913,False,False,False
GNEO2,GNE,KaaNG,0.5,0.5818184223918662,False,False,False
GNEO2,GNE,KaaNG,3.0,1.0,False,False,False
GNEO2,GNE,KaaNG,2.0,0.999999997389506,False,False,False
GNEO2,GNE,KaaNG,1.25,0.9999998230627967,False,False,False
GNEO2,GNE,KaaNG,4.0,1.0,False,False,False
GNEO2,GNE,KaaNG,0.75,0.9947458818860443,False,False,False
GNEO2,GNE,KaaNG,0.25,0.45293146091471764,False,False,False
GNEO2,GNE,KaaNG,1.0,0.9997612951726783,False,False,False
GNEO2,GNE,KaaNG,5.0,1.0,False,False,False
GNEO2,GNE,KaaNG,0.2,0.518069783992352,False,False,False
GNEO2,GNE,alphaGN,0.5,0.9359734536588025,False,False,False
GNEO2,GNE,alphaGN,3.0,0.07990631522272273,False,False,False
GNEO2,GNE,alphaGN,2.0,0.9675855542171317,False,False,False
GNEO2,GNE,alphaGN,1.25,0.9999989566177833,False,False,False
GNEO2,GNE,alphaGN,4.0,0.0077659370345302655,True,True,False
GNEO2,GNE,alphaGN,0.75,3.156118030888726e-08,True,True,True
GNEO2,GNE,alphaGN,0.25,0.49604917465218684,False,False,False
GNEO2,GNE,alphaGN,1.0,0.9997612951726783,False,False,False
GNEO2,GNE,alphaGN,5.0,0.0166791192110327,True,False,False
GNEO2,GNE,alphaGN,0.2,0.11949098752895493,False,False,False
